Date,State,Units_Sold,Repo_Rate,Petrol_Price,Festive_Season,Type
2017-01-01,Kerala,209.96,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,West Bengal,183.72,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Maharashtra,429.46,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Delhi NCR,357.89,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Gujarat,286.31,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Tamil Nadu,262.45,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Karnataka,238.59,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Uttar Pradesh,238.59,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Punjab & Haryana,214.73,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Kerala,190.87,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,West Bengal,167.01,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Maharashtra,429.46,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Delhi NCR,357.89,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Gujarat,286.31,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Tamil Nadu,262.45,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Karnataka,238.59,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Uttar Pradesh,238.59,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Punjab & Haryana,214.73,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Kerala,190.87,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,West Bengal,167.01,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Maharashtra,386.52,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Delhi NCR,322.1,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Gujarat,257.68,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Tamil Nadu,236.21,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Karnataka,214.73,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Uttar Pradesh,214.73,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Punjab & Haryana,193.26,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Kerala,171.79,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,West Bengal,150.31,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Maharashtra,343.57,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Delhi NCR,286.31,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Gujarat,229.05,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Tamil Nadu,209.96,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Karnataka,190.87,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Uttar Pradesh,190.87,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Punjab & Haryana,171.79,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Kerala,152.7,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,West Bengal,133.61,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Maharashtra,300.63,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Delhi NCR,250.52,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Gujarat,200.42,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Tamil Nadu,183.72,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Karnataka,167.01,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Uttar Pradesh,167.01,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Punjab & Haryana,150.31,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Kerala,133.61,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,West Bengal,116.91,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Maharashtra,644.2,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Delhi NCR,536.83,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Gujarat,429.46,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Tamil Nadu,393.68,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Karnataka,357.89,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Uttar Pradesh,357.89,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Punjab & Haryana,322.1,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Kerala,286.31,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,West Bengal,250.52,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Maharashtra,536.83,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Delhi NCR,447.36,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Gujarat,357.89,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Tamil Nadu,328.06,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Karnataka,298.24,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Uttar Pradesh,298.24,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Punjab & Haryana,268.42,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Kerala,238.59,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,West Bengal,208.77,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Maharashtra,429.46,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Delhi NCR,357.89,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Gujarat,286.31,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Tamil Nadu,262.45,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Karnataka,238.59,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Uttar Pradesh,238.59,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Punjab & Haryana,214.73,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Kerala,190.87,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,West Bengal,167.01,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Maharashtra,393.68,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Delhi NCR,328.06,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Gujarat,262.45,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Tamil Nadu,240.58,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Karnataka,218.71,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Uttar Pradesh,218.71,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Punjab & Haryana,196.84,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Kerala,174.97,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,West Bengal,153.1,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Maharashtra,357.89,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Delhi NCR,298.24,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Gujarat,238.59,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Tamil Nadu,218.71,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Karnataka,198.83,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Uttar Pradesh,198.83,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Punjab & Haryana,178.94,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Kerala,159.06,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,West Bengal,139.18,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Maharashtra,357.89,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Delhi NCR,298.24,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Gujarat,238.59,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Tamil Nadu,218.71,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Karnataka,198.83,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Uttar Pradesh,198.83,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Punjab & Haryana,178.94,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Kerala,159.06,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,West Bengal,139.18,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Maharashtra,322.1,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Delhi NCR,268.41,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Gujarat,214.73,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Tamil Nadu,196.84,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Karnataka,178.94,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Uttar Pradesh,178.94,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Punjab & Haryana,161.05,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Kerala,143.15,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,West Bengal,125.26,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Maharashtra,286.31,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Delhi NCR,238.59,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Gujarat,190.87,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Tamil Nadu,174.97,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Karnataka,159.06,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Uttar Pradesh,159.06,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Punjab & Haryana,143.15,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Kerala,127.25,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,West Bengal,111.34,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Maharashtra,250.52,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Delhi NCR,208.77,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Gujarat,167.01,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Tamil Nadu,153.1,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Karnataka,139.18,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Uttar Pradesh,139.18,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Punjab & Haryana,125.26,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Kerala,111.34,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,West Bengal,97.42,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Maharashtra,515.36,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Delhi NCR,429.46,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Gujarat,343.57,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Tamil Nadu,314.94,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Karnataka,286.31,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Uttar Pradesh,286.31,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Punjab & Haryana,257.68,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Kerala,229.05,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,West Bengal,200.42,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Maharashtra,429.46,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Delhi NCR,357.89,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Gujarat,286.31,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Tamil Nadu,262.45,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Karnataka,238.59,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Uttar Pradesh,238.59,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Punjab & Haryana,214.73,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Kerala,190.87,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,West Bengal,167.01,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Maharashtra,343.57,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Delhi NCR,286.31,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Gujarat,229.05,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Tamil Nadu,209.96,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Karnataka,190.87,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Uttar Pradesh,190.87,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Punjab & Haryana,171.79,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Kerala,152.7,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,West Bengal,133.61,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Maharashtra,314.94,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Delhi NCR,262.45,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Gujarat,209.96,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Tamil Nadu,192.46,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Karnataka,174.97,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Uttar Pradesh,174.97,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Punjab & Haryana,157.47,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Kerala,139.97,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,West Bengal,122.48,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Maharashtra,286.31,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Delhi NCR,238.59,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Gujarat,190.87,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Tamil Nadu,174.97,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Karnataka,159.06,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Uttar Pradesh,159.06,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Punjab & Haryana,143.15,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Kerala,127.25,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,West Bengal,111.34,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Maharashtra,286.31,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Delhi NCR,238.59,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Gujarat,190.87,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Tamil Nadu,174.97,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Karnataka,159.06,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Uttar Pradesh,159.06,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Punjab & Haryana,143.15,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Kerala,127.25,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,West Bengal,111.34,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Maharashtra,257.68,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Delhi NCR,214.73,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Gujarat,171.79,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Tamil Nadu,157.47,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Karnataka,143.16,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Uttar Pradesh,143.16,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Punjab & Haryana,128.84,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Kerala,114.52,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,West Bengal,100.21,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Maharashtra,229.05,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Delhi NCR,190.87,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Gujarat,152.7,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Tamil Nadu,139.97,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Karnataka,127.25,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Uttar Pradesh,127.25,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Punjab & Haryana,114.52,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Kerala,101.8,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,West Bengal,89.07,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Maharashtra,200.42,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Delhi NCR,167.01,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Gujarat,133.61,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Tamil Nadu,122.48,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Karnataka,111.34,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Uttar Pradesh,111.34,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Punjab & Haryana,100.21,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Kerala,89.07,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,West Bengal,77.94,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Maharashtra,472.41,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Delhi NCR,393.68,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Gujarat,314.94,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Tamil Nadu,288.69,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Karnataka,262.45,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Uttar Pradesh,262.45,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Punjab & Haryana,236.2,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Kerala,209.96,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,West Bengal,183.72,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Maharashtra,393.68,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Delhi NCR,328.06,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Gujarat,262.45,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Tamil Nadu,240.58,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Karnataka,218.71,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Uttar Pradesh,218.71,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Punjab & Haryana,196.84,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Kerala,174.97,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,West Bengal,153.1,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Maharashtra,314.94,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Delhi NCR,262.45,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Gujarat,209.96,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Tamil Nadu,192.46,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Karnataka,174.97,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Uttar Pradesh,174.97,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Punjab & Haryana,157.47,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Kerala,139.97,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,West Bengal,122.48,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Maharashtra,288.69,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Delhi NCR,240.58,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Gujarat,192.46,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Tamil Nadu,176.42,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Karnataka,160.39,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Uttar Pradesh,160.39,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Punjab & Haryana,144.35,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Kerala,128.31,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,West Bengal,112.27,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Maharashtra,262.45,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Delhi NCR,218.71,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Gujarat,174.97,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Tamil Nadu,160.39,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Karnataka,145.81,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Uttar Pradesh,145.81,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Punjab & Haryana,131.23,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Kerala,116.64,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,West Bengal,102.06,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Maharashtra,262.45,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Delhi NCR,218.71,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Gujarat,174.97,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Tamil Nadu,160.39,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Karnataka,145.81,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Uttar Pradesh,145.81,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Punjab & Haryana,131.23,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Kerala,116.64,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,West Bengal,102.06,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Maharashtra,236.2,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Delhi NCR,196.84,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Gujarat,157.47,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Tamil Nadu,144.35,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Karnataka,131.22,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Uttar Pradesh,131.22,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Punjab & Haryana,118.1,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Kerala,104.98,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,West Bengal,91.86,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Maharashtra,209.96,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Delhi NCR,174.97,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Gujarat,139.97,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Tamil Nadu,128.31,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Karnataka,116.65,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Uttar Pradesh,116.65,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Punjab & Haryana,104.98,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Kerala,93.32,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,West Bengal,81.65,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Maharashtra,183.72,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Delhi NCR,153.1,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Gujarat,122.48,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Tamil Nadu,112.27,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Karnataka,102.06,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Uttar Pradesh,102.06,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Punjab & Haryana,91.86,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Kerala,81.65,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,West Bengal,71.44,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Maharashtra,429.46,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Delhi NCR,357.89,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Gujarat,286.31,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Tamil Nadu,262.45,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Karnataka,238.59,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Uttar Pradesh,238.59,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Punjab & Haryana,214.73,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Kerala,190.87,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,West Bengal,167.01,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Maharashtra,357.89,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Delhi NCR,298.24,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Gujarat,238.59,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Tamil Nadu,218.71,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Karnataka,198.83,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Uttar Pradesh,198.83,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Punjab & Haryana,178.94,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Kerala,159.06,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,West Bengal,139.18,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Maharashtra,286.31,6.549671415301123,70.44418041559686,0,Actual
2017-01-01,Delhi NCR,238.59,6.549671415301123,70.44418041559686,0,Actual
